,Text,Type,Mesh
3193,Cbdca,Chemical,D016190
3194,Cddp,Chemical,D002945
3195,Peripheral nervous system damage,Disease,D010523
3196,Endometrial carcinoma,Disease,D016889
3197,Advanced disease,Disease,D020178
3198,Endometrial cancers,Disease,D016889
3199,Granulosa cell tumor of the ovary,Disease,C537296
3200,Liver dysfunction,Disease,D017093
3201,Granulosa cell tumors,Disease,D006106
3202,Adenomyosis,Disease,D062788
3203,Fluoxetine hydrochloride,Chemical,D005473
3204,Myocardial lesions,Disease,D001768
3205,Acute myeloblastic leukemia,Disease,D015470
3206,Wilms tumor,Disease,D009396
3207,Prostate adenocarcinomas,Disease,D011471
3208,Prostatitis,Disease,D011472
3209,Mitomycin c,Chemical,D016685
3210,Renal lesions,Disease,D051437
3211,Fluorouracil,Chemical,D005472
3212,Postrenal failure,Disease,D007674
3213,Tubulopathies,Disease,D007674
3214,Vein thrombosis,Disease,D020246
3215,Dipivalyl epinephrine,Chemical,C015173
3216,Prostaglandin e,Chemical,D011458
3217,Pge(2),Chemical,D015232
3218,Cl,Chemical,D002713
3219,Chondroitin sulfate,Chemical,D002809
3220,Cardiac apoptosis,Disease,D006331
3221,Skin rash,Disease,D005076
3222,Febrile neutropenia,Disease,D009503
3223,Neurotoxic lesions,Disease,D020258
3224,Impaired memory functioning,Disease,D008569
3225,Memory impairments,Disease,D008569
3226,Hal,Chemical,D006220
3227,Prl,Chemical,D011388
3228,T,Chemical,D013739
3229,Beta-carotene,Chemical,D019207
3230,Ethinylestradiol,Chemical,D004997
3231,Combined oral contraceptives,Chemical,D003277
3232,Cocs,Chemical,D003277
3233,Coc,Chemical,D003277
3234,N-nitrosodimethylamine,Chemical,D004128
3235,Ndma,Chemical,D004128
3236,3-methylcholanthrene,Chemical,D008748
3237,Mc,Chemical,D008748
3238,Cobalt chloride,Chemical,C018021
3239,Sleep deprivation,Disease,D012892
3240,Painful,Disease,D010146
3241,Benzisoxazole,Chemical,C441200
3242,Dantrolene,Chemical,D003620
3243,Ns,Disease,D009404
3244,Puromycin amino-nucleoside,Chemical,D011692
3245,Bladder tumor,Disease,D001749
3246,Leg and back pain,Disease,D001416
3247,Pain in the legs and/or back,Disease,D001416
3248,Leg and/or back pain,Disease,D001416
3249,Hypertensives,Disease,D006973
3250,Hallucinatory,Disease,D006212
3251,Chlorpropamide,Chemical,D002747
3252,Adult-onset diabetes,Disease,D003924
3253,Diabenese,Chemical,D002747
3254,Toxic optic neuropathy,Disease,D009901
3255,Diabetics,Disease,D003920
3256,Dystonic,Disease,D020821
3257,Thalamic lesions,Disease,D013786
3258,Urea nitrogen,Chemical,D001806
3259,Bile duct injury,Disease,D002779
3260,Para-aminohippurate,Chemical,D010130
3261,Pah,Chemical,D010130
3262,Alpha-hydroxymetoprolol,Chemical,C029504
3263,Cefotetan,Chemical,D015313
3264,Rifampicin,Chemical,D012293
3265,Type b hepatitis,Disease,D006509
3266,Serotonin syndrome,Disease,D020230
3267,Tranylcypromine,Chemical,D014191
3268,Salivation,Disease,D012798
3269,Paralyzed,Disease,D010243
3270,L-dopa/benserazide,Chemical,C005177
3271,5-mdot,Chemical,Unknown
3272,Ccnu,Chemical,D008130
3273,Lomustine,Chemical,D008130
3274,1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea,Chemical,D008130
3275,Lymphoma,Disease,D008223
3276,Mast cell tumour,Disease,D034801
3277,Brain tumour,Disease,D001932
3278,Histiocytic tumours,Disease,D015620
3279,Epitheliotropic lymphoma,Disease,D008223
3280,Gastrointestinal toxicosis,Disease,D005767
3281,3 alpha-hydroxy pregnane-20-ones,Chemical,D011374
3282,3 alpha-hydroxy pregnane-21-diol-20-ones,Chemical,D003900
3283,N-butyl-deoxynojirimycin,Chemical,C059896
3284,Sc-48334,Chemical,C059896
3285,Hiv-1 infection,Disease,D015658
3286,"N10-propargyl-5,8-dideazafolic acid",Chemical,C031662
3287,Cb 3717,Chemical,C031662
3288,Cytotoxicity,Disease,D064420
3289,Malaise,Disease,D005221
3290,Ethopropazine,Chemical,C084820
3291,Benztropine,Chemical,D001590
3292,Fluphenazine enanthate,Chemical,C017610
3293,Procyclidine,Chemical,D011352
3294,Procyclindine,Chemical,D011352
3295,Ma,Chemical,D008694
3296,Alpha-tc,Chemical,D024502
3297,Neuronal damage,Disease,D009422
3298,Ifs,Chemical,D007069
3299,Orofacial dyskinesia,Disease,D009069
3300,Apomophine,Chemical,D001058
3301,Oral dyskinesia,Disease,D009069
3302,Tardive dsykinesia,Disease,D004409
3303,Prostigmine,Chemical,D009388
3304,Sphincter of oddi dyskinesia,Disease,D046628
3305,Nitrolingual,Chemical,D005996
3306,M,Chemical,D008775
3307,T,Chemical,D014221
3308,Reduction of food intake,Disease,D000855
3309,Loss in body weight,Disease,D015431
3310,Atrophy,Disease,D009133
3311,Muscle atrophy,Disease,D009133
3312,Cardiogenic shock,Disease,D012770
3313,Antipurine,Chemical,D000983
3314,Lometrexol,Chemical,C045894
3315,Ddathf,Chemical,C045894
3316,Glycinamide ribonucleotide,Chemical,C402896
3317,Tumours,Disease,D009369
3318,Tyr-d-ala-gly-nme-phe-gly-ol,Chemical,D020875
3319,Morphiceptin,Chemical,C028889
3320,"Trans-3,4-dichloro-n-methyl-n[2-(1-pyrrolidinyl) cyclohexyl]benzeneactemide",Chemical,D019900
3321,[d-pen2.5]-enkephalin,Chemical,D020881
3322,[d-ser2]-[leu]enkephalin-thr,Chemical,C034318
3323,8-bromo cyclic adenosine monophosphate,Chemical,D015124
3324,Cyclic adenosine monophosphate,Chemical,D000242
3325,Anastrozole,Chemical,C090450
3326,Nitrite,Chemical,D009573
3327,Aminoguanidine,Chemical,C004479
3328,Ag,Chemical,C004479
3329,Mesangial proliferation,Disease,C537346
3330,Tubulointerstitial inflammation,Disease,D009395
3331,Carteolol hydrochloride,Chemical,D002354
3332,Carteolol,Chemical,D002354
3333,Biperiden,Chemical,D001712
3334,Rpgn,Disease,D005921
3335,Antiplatelet agents,Chemical,D010975
3336,Hiv disease,Disease,D015658
3337,Megaloblastosis,Disease,Unknown
3338,Bilateral optic neuropathy,Disease,D009901
3339,Bilateral retrobulbar neuropathy,Disease,D009901
3340,Scotoma,Disease,D012607
3341,Hypercoagulability,Disease,D019851
3342,Thrombophlebitis,Disease,D013924
3343,Thromboembolic episodes,Disease,D013923
3344,Cerebral palsy,Disease,D002547
3345,Seizure disorder,Disease,D004827
3346,Restlessness,Disease,D011595
3347,Umb24,Chemical,C519696
3348,Sm 21,Chemical,C107044
3349,1-(2-phenethyl)-4-(2-pyridyl)-piperazine,Chemical,C519696
3350,3alpha-tropanyl-2-(4-chorophenoxy)butyrate,Chemical,C107044
3351,Methimazole,Chemical,D008713
3352,Itching,Disease,D011537
3353,Syndrome of inappropriate secretion of antidiuretic hormone,Disease,D007177
3354,Siadh,Disease,D007177
3355,Tonic-clonic convulsions,Disease,D004830
3356,Weakness of the central nervous system,Disease,D002493
3357,Milrinone,Chemical,D020105
3358,Bladder tumours,Disease,D001749
3359,Bladder calculi,Disease,D001744
3360,Hepatocarcinogens,Disease,D008113
3361,Bupivacaine hydrochloride,Chemical,D002045
3362,Mepivacaine hydrochloride,Chemical,D008619
3363,Lidocaine hydrochloride,Chemical,D008012
3364,Muscle degeneration,Disease,D009135
3365,Muscle damage,Disease,D009135
3366,Aryl-piperazine,Chemical,Unknown
3367,Buspirone,Chemical,D002065
3368,5-hydroxytryptaminergic agonists,Chemical,D058825
3369,Chloride,Chemical,D002712
3370,Localized scleroderma,Disease,D012594
3371,Contractures,Disease,D003286
3372,Fenoldopam mesylate,Chemical,D018818
3373,Digitalis,Chemical,D004070
3374,Adrenaline arrhythmia,Disease,D001145
3375,Hibiscus rosa sinensis,Chemical,D010936
3376,Open-angle glaucoma,Disease,D005902
3377,Ocular hypertension,Disease,D009798
3378,5 flourouracil,Chemical,D005472
3379,Abs,Disease,D054549
3380,Acute cardiac syndrome,Disease,D006331
3381,Epicardial coronary disease,Disease,D003327
3382,Colorectal cancer,Disease,D015179
3383,Akinesis,Disease,D018476
3384,Coronary vasospasm,Disease,D003329
3385,Pulmonary hypertension syndrome,Disease,D006976
3386,Qt prolongation,Disease,D008133
3387,Heroin,Chemical,D003932
3388,Torsade de pointes,Disease,D016171
3389,Buprenorphine,Chemical,D002047
3390,Prolonged qtc interval,Disease,D008133
3391,Cytosine arabinoside,Chemical,D003561
3392,Atorva,Chemical,C065179
3393,Kainate,Chemical,D007608
3394,Formalin,Chemical,D005557
3395,Carrageenan,Chemical,D002351
3396,Thermal hyperalgesia,Disease,D006930
3397,Mechanical hyperalgesia,Disease,D006930
3398,Sarcoma,Disease,D012509
3399,N-nitro-l-arginine-methyl ester,Chemical,D019331
3400,Technetium-99m sestamibi,Chemical,D017256
3401,Predobutamine,Chemical,Unknown
3402,Muscle dysfunction,Disease,D018908
3403,D-tubocurarine,Chemical,D014403
3404,Neuromuscular dysfunction,Disease,D009468
3405,Aneurysmal subarachnoid hemorrhage,Disease,D013345
3406,Ketoprofen,Chemical,D007660
3407,Adenosine diphosphate,Chemical,D000244
3408,Artery aneurysms,Disease,D002532
3409,Mp,Chemical,D008775
3410,Neuropathic symptoms,Disease,D012678
3411,Primary biliary cirrhosis,Disease,D008105
3412,Dermatomyositis,Disease,D003882
3413,Adalat,Chemical,D009543
3414,Fujimycine,Chemical,D016559
3415,Fulminant hepatic failure,Disease,D017093
3416,Periodic acid,Chemical,D010504
3417,Diethylnitrosamine,Chemical,D004052
3418,Den,Chemical,D004052
3419,Hepatocarcinogenesis,Disease,D063646
3420,Preneoplastic foci,Disease,D011230
3421,Precancerous lesions,Disease,D011230
3422,Inhibition of lactation,Disease,D007775
3423,Mmc,Chemical,D016685
3424,Phlorizin,Chemical,D010695
3425,Arf,Disease,D058186
3426,P,Chemical,D010695
3427,Tubular necrosis,Disease,D009956
3428,Involuntary movements,Disease,D004409
3429,Penicillin g,Chemical,D010400
3430,Penicillin-g,Chemical,D010400
3431,S-ketamine,Chemical,Unknown
3432,Glutamatergic dysfunction,Disease,D018754
3433,L-dihydroxyphenylalanine,Chemical,D007980
3434,Alpha-methyl-para-tyrosine,Chemical,D019805
3435,Dopaminergic deficits,Disease,D009461
3436,Brainstem dysgenesis,Disease,Unknown
3437,Fetal anomalies,Disease,D005315
3438,Multiple cranial-nerve involvement,Disease,D003389
3439,Cocaine-addicted,Disease,D019970
3440,Renal damage,Disease,D058186
3441,Txa,Chemical,D014148
3442,Cerebral ischemic injury,Disease,D001930
3443,Ischemic brain injury,Disease,D001930
3444,Neurological abnormalities,Disease,D009422
3445,Brain ischemic,Disease,D002546
3446,Dysosmia,Disease,D000857
3447,Pyrazinamide,Chemical,D011718
3448,Hepatic toxicity,Disease,D056486
3449,Hyperuricemia,Disease,D033461
3450,Olfactory disorder,Disease,D000857
3451,Difluoromethylornithine,Chemical,D000518
3452,Colorectal adenomas,Disease,D015179
3453,Adenomatous polyps,Disease,D018256
3454,Dfmo,Chemical,D000518
3455,Mental slowing,Disease,D003072
3456,Mental slowness,Disease,D003072
3457,Parachlorophenylalanine,Chemical,Unknown
3458,Pcpa,Chemical,Unknown
3459,5-hydroxyindoleacetic acid,Chemical,D006897
3460,5-hiaa,Chemical,D006897
3461,Aggressive behavior,Disease,D001523
3462,Brain tumors,Disease,D001932
3463,Obsessive-compulsive symptoms,Disease,D009771
3464,Treatment-resistant depression,Disease,D061218
3465,Obsessive-compulsive behavior,Disease,D009771
3466,Hemolytic anemias,Disease,D000743
3467,Abnormal involuntary movement,Disease,D004409
3468,Corticosteroid glaucoma,Disease,D005901
3469,Hypertensive eyes,Disease,D009798
3470,Open angle glaucoma,Disease,D005902
3471,Steroid glaucoma,Disease,D005901
3472,Primary open angle glaucoma,Disease,D005902
3473,Cognitive deterioration,Disease,D003072
3474,Dm,Chemical,D003915
3475,3-hydroxy-n-methylmorphinan,Chemical,D007981
3476,Nystagmus,Disease,C564088
3477,Trazodone,Chemical,D014196
3478,Quinidine phenylethylbarbiturate,Chemical,C033457
3479,Quinidine,Chemical,D011802
3480,Phenylethylbarbiturate,Chemical,C033457
3481,Flank pain,Disease,D021501
3482,Hay fever,Disease,D006255
3483,Asthma,Disease,D001249
3484,Kidney stones,Disease,D007669
3485,Pyeloureteritis cystica,Disease,D011702
3486,Submucosal hemorrhage,Disease,D006470
3487,Alpha-benzene hexachloride,Chemical,D001556
3488,Hepatomas,Disease,D006528
3489,Liver lesions,Disease,D017093
3490,Ethyl-alpha-p-chlorophenoxyisobutyrate,Chemical,C012282
3491,Lactic acid,Chemical,D019344
3492,Cholesteryl hemisuccinate,Chemical,C013440
3493,Chloroform,Chemical,D002725
3494,Galactosamine,Chemical,D005688
3495,Tris salt,Chemical,Unknown
3496,Cs,Chemical,Unknown
3497,Gamma-cholesteryloxybutyric acid,Chemical,C103872
3498,Cse,Chemical,Unknown
3499,Chcl3,Chemical,D002725
3500,Bortezomib,Chemical,C400082
3501,Myeloma,Disease,D009101
3502,Mm,Disease,D009101
3503,Telmisartan,Chemical,C084178
3504,Cough,Disease,D003371
3505,Cutaneous leucocytoclastic vasculitis,Disease,D018366
3506,Oxacillin,Chemical,D010068
3507,Leucocytoclastic vasculitis,Disease,D018366
3508,Collagen vascular disease,Disease,D003095
3509,Naloxazone,Chemical,C024224
3510,Dexrazoxane,Chemical,D064730
3511,Epipodophyllotoxin,Chemical,D011034
3512,Icrf-187,Chemical,D064730
3513,Hematologic toxicity,Disease,D006402
3514,Aniracetam,Chemical,C036466
3515,Ro 13-5057,Chemical,C036466
3516,1-anisoyl-2-pyrrolidinone,Chemical,C036466
3517,Impaired cognitive functions,Disease,D003072
3518,Hypercapnia,Disease,D006935
3519,Piracetam,Chemical,D010889
3520,Pyrrolidinone,Chemical,D011760
3521,Myocet,Chemical,D004317
3522,Mbc,Disease,D001943
3523,Bn 52021,Chemical,C045856
3524,Cardiovascular impairments,Disease,D002318
3525,Benzylacyclouridine,Chemical,C034753
3526,Marrow suppression,Disease,D001855
3527,Uridine,Chemical,D014529
3528,Urd,Chemical,D014529
3529,Bau,Chemical,C034753
3530,Anemic,Disease,D000740
3531,Leukopenic,Disease,D007970
3532,Marrow toxicity,Disease,D001855
3533,Visceral pain,Disease,D059265
3534,Cp,Chemical,D003520
3535,Acrolein,Chemical,D000171
3536,Behavioral disorders,Disease,D001523
3537,Painful syndromes,Disease,D010146
3538,Hyperesthesia,Disease,D006941
3539,Neuralgia,Disease,D009437
3540,Etodolac,Chemical,D017308
3541,E,Chemical,D017308
3542,N-acylimidazole,Chemical,Unknown
3543,Eai,Chemical,Unknown
3544,Writhing,Disease,D010146
3545,Hypertrophic cardiomyopathy,Disease,D002312
3546,Biventricular failure,Disease,D018754
3547,Eosinophilic,Disease,D004802
3548,All- trans-retinoic acid,Chemical,D014212
3549,Erythema nodosum,Disease,D004893
3550,Acute promyelocytic leukemia,Disease,D015473
3551,Atra,Chemical,D014212
3552,Apl,Disease,D015473
3553,Erythematous nodules,Disease,D004893
3554,Thromboemboli,Disease,D013923
3555,Pulmonary emboli,Disease,D011655
3556,Valsartan,Chemical,C081489
3557,Dihydropyridine,Chemical,C038806
3558,Kf17837,Chemical,C081198
3559,Cgs 21680,Chemical,C061282
3560,"L-3,4-dihydroxyphenylalanine",Chemical,D007980
3561,Benserazide,Chemical,D001545
3562,Methoxamine,Chemical,D008729
3563,Nomifensine,Chemical,D009627
3564,T4,Chemical,D013974
3565,Tri-iodo-thyronine,Chemical,D014284
3566,T3,Chemical,D014284
3567,Startle,Disease,D012021
3568,M-chlorophenylpiperazine,Chemical,C015068
3569,Mcpp,Chemical,C015068
3570,Pentylenetetrazole,Chemical,D010433
3571,Red eyes,Disease,D005128
3572,Pleural effusion,Disease,D010996
3573,Urinary abnormalities,Disease,D001745
3574,Segmental necrotizing glomerulonephritis,Disease,D005923
3575,Hypothermic,Disease,D007035
3576,Chiari malformation,Disease,D001139
3577,Tic-like symptoms,Disease,D013981
3578,Tic disorders,Disease,D013981
3579,Involuntary eye-blinking movements,Disease,D020820
3580,Developmental anomalies,Disease,D000014
3581,Gastrointestinal toxicity,Disease,D005767
3582,Ventricular septal defects,Disease,D006345
3583,Vsds,Disease,D006345
3584,Midline defects,Disease,D009436
3585,Mds,Disease,D009436
3586,Diaphragmatic hernia,Disease,D065630
3587,Dh,Disease,D065630
3588,Md,Disease,D009436
3589,Vsd,Disease,D006345
3590,Hydrocephalus,Disease,D006849
3591,Edds,Disease,D003693
3592,A falling platelet count,Disease,D001791
3593,Colon carcinoma,Disease,D003110
3594,Metastasis,Disease,D009362
3595,Prinzmetal's angina,Disease,D000788
3596,Tiopronin,Chemical,D008625
3597,Thiosulphate,Chemical,Unknown
3598,Diphenylhydantoin,Chemical,D010672
3599,Dph,Chemical,D010672
3600,Cerebellar dysfunction,Disease,D002526
3601,Cerebral damage,Disease,D001927
3602,Pgf2alpha,Chemical,D015237
3603,Pgi2,Chemical,D011464
3604,Low back pain,Disease,D017116
3605,Progressive supranuclear palsy,Disease,D013494
3606,Multiple system atrophy,Disease,D019578
3607,Dystonias,Disease,D004421
3608,Psp,Disease,D013494
3609,Oromandibular dystonia,Disease,D008538
3610,Omd,Disease,D008538
3611,Edaravone,Chemical,C005435
3612,Vestibulotoxicity,Disease,D015837
3613,Pregnenolone sulphate,Chemical,C018370
3614,Pregs,Chemical,C018370
3615,11-ketopregnenolone sulphate,Chemical,Unknown
3616,Epipregnanolone ([3beta-hydroxy-5beta-pregnan-20-one] sulphate,Chemical,C018370
3617,Epipregnanolone sulphate,Chemical,C018370
3618,Allodynia,Disease,D006930
3619,Thyroid disease,Disease,D013959
3620,Thyroid illness,Disease,D013959
3621,Capillary leak syndrome,Disease,D019559
3622,Capillary leak,Disease,D019559
3623,Inflammatory diseases,Disease,D007249
3624,"5,7-dichlorokynurenic acid",Chemical,C066192
3625,"5,7-dcka",Chemical,C066192
3626,Rem sleep deprivation,Disease,D012892
3627,Remd,Disease,D012892
3628,Quipazine,Chemical,D011814
3629,Head twitches,Disease,D009069
3630,Hepatic veno-occlusive disease,Disease,D006504
3631,6-thioguanine,Chemical,D013866
3632,Acute lymphocytic leukemia,Disease,D054198
3633,Urothelial toxicity,Disease,D001745
3634,Sodium 2-mercaptoethane sulphonate,Chemical,D015080
3635,Lung cancer,Disease,D008175
3636,Thiol,Chemical,D013438
3637,If,Chemical,D007069
3638,Haematuria,Disease,D006417
3639,Bladder irritation,Disease,D001745
3640,Pollakisuria,Disease,D014555
3641,Hypaque 76,Chemical,C027278
3642,Qtc prolongation,Disease,D008133
3643,N-nitroso-n-methylurea,Chemical,D008770
3644,Pas,Disease,D011471
3645,Testosterone propionate,Chemical,D043343
3646,Tp,Chemical,D043343
3647,Pa,Disease,D011471
3648,Msh,Chemical,D009074
3649,Acth,Chemical,D000324
3650,D-med,Chemical,D020927
3651,Muscle flaccidity,Disease,D009123
3652,Medetomidine,Chemical,D020926
3653,Idazoxan,Chemical,D019329
3654,Dg-5128,Chemical,C032368
3655,Alf,Chemical,D015760
3656,Imipenem,Chemical,D015378
3657,Cerebral vascular accident,Disease,D020521
3658,Cva,Disease,D020521
3659,Head trauma,Disease,D006259
3660,Imipenem/cilastatin,Chemical,C044650
3661,Bethanechol,Chemical,D018723
3662,Cerebral ischemia,Disease,D002545
3663,Middle cerebral artery occlusion,Disease,D020244
3664,Mcao,Disease,D020244
3665,Neuronal injury,Disease,D009410
3666,"2,3,5-triphenyltetrazolium",Chemical,C009591
3667,Neuronal dysfunction,Disease,D009410
3668,Pulmonary toxicity,Disease,D008171
3669,Tuberculous,Disease,D014376
3670,Hypokalaemia,Disease,D007008
3671,Cyp,Chemical,D003520
3672,Bladder inflammation,Disease,D001745
3673,Bladder dysfunction,Disease,D001745
3674,Uveitis,Disease,D014605
3675,Fluocinolone acetonide,Chemical,D005446
3676,Fa,Chemical,D005446
3677,Hypotony,Disease,D015814
3678,Dexatrim,Chemical,D010665
3679,Visual disturbances,Disease,D010468
3680,Lsd,Chemical,D008238
3681,Pj34,Chemical,C434926
3682,Fluconazole,Chemical,D015725
3683,Nsvt,Disease,D017180
3684,Spinal cord injury,Disease,D013119
3685,Damage to the muscle,Disease,D009135
3686,Tropicamide,Chemical,D014331
3687,Impairment in word recall,Disease,D008569
3688,Gerstmann syndrome,Disease,D005862
3689,Psychotic disorder,Disease,D011618
3690,Hydrogen peroxide,Chemical,D006861
